Genes	Similarity(max 1)
BFAR	0.993978038
SLC39A9	0.993978171
R3HDM1	0.993979789
SLC12A6	0.99398017
PTGR2	0.993980738
CMKLR1	0.993981946
SPIC	0.993981946
DEPDC7	0.993981946
ZDHHC5	0.993982616
TMEM19	0.99398414
MGAT4B	0.993984267
GRB7	0.993984962
HIF1A	0.993985565
PNPLA8	0.993986254
PARP3	0.993987976
TMEM214	0.993987976
EDEM1	0.993988627
CPNE2	0.993990986
TBRG1	0.993993994
RAB3D	0.993993994
CASZ1	0.993994853
ZNF503	0.993994943
SPRED1	0.99399609
ITPR1	0.99399684
EXOC3L1	0.993997599
PPP2R5C	0.993998153
MIF	0.994
UCP1	0.994
APLF	0.994
DYNLRB2	0.994
1-Mar	0.994000429
COMMD2	0.994000545
IL23R	0.994002399
SART1	0.994002399
HARS2	0.994002399
TSNAXIP1	0.99400369
C2CD2	0.994004796
SCARB1	0.994004796
TUBB	0.994007191
ACAP1	0.994007191
SPATA21	0.994007989
CC2D2A	0.994010781
LRFN3	0.994011976
CD53	0.994011976
C1orf54	0.994011976
MYH8	0.994012972
ERN1	0.99401347
CEP63	0.994016753
WDR16	0.994017487
TANC1	0.994017807
GAMT	0.994017946
RBM46	0.994021523
NAV1	0.994022416
PPP3R2	0.994023904
LYRM2	0.994023904
RNF5	0.994023904
ELOF1	0.994023904
FBXW10	0.994023904
PKN1	0.994025888
SIX5	0.994025888
NEUROG2	0.994026879
IL1RAPL1	0.994027622
AADACL2	0.99402787
SLAMF1	0.994029851
ECHDC1	0.994029851
MRPL50	0.994029851
WRB	0.99403183
MFSD2B	0.99403183
GPBP1	0.994032396
EXOC4	0.994033413
DCP2	0.994033547
HAPLN1	0.994034938
PPP5C	0.994035785
AAMDC	0.994035785
GPR84	0.994035785
SPRED3	0.994036209
MFSD6	0.994037102
IQGAP3	0.994039735
RAP1A	0.994040524
ZC3H14	0.99404117
TIMM23	0.994042553
CCRN4L	0.99404368
JAK1	0.994044074
CNGA1	0.994045256
DLC1	0.994045534
POU4F3	0.994047619
COX8A	0.994047619
DNAI1	0.99404998
PCED1A	0.99405057
ACLY	0.994051868
TMED4	0.994053518
ZNF227	0.994053518
RANBP17	0.994056791
TOR3A	0.994059406
ALG3	0.994059406
CHGB	0.994059406
FAM124B	0.994059406
CCDC30	0.994059406
TAS2R50	0.994059406
UTRN	0.994059728
WIPF2	0.994060165
ANGPT1	0.994060347
RAB39A	0.994060475
KCTD17	0.994061758
RRAGB	0.994062345
KCNMB1	0.994063325
ZNF354B	0.994065282
NEUROG3	0.994065282
STXBP5L	0.994065673
ANKRD13A	0.994066882
GHSR	0.994067238
GLTSCR2	0.994067238
IP6K3	0.994067482
BEST3	0.994067797
ZNF697	0.994068802
RGL3	0.994068802
ZBED4	0.994068802
MAEA	0.994069343
SDHB	0.994071146
NPFFR2	0.994071146
MB	0.994071146
GADD45G	0.994071146
LATS1	0.994071146
SLC1A3	0.994072165
XK	0.994073489
USP24	0.994074074
GPD1L	0.994074074
PDPR	0.994075537
ZNF645	0.994078947
ADAMTS6	0.994079581
SLC5A4	0.994079921
GDPD2	0.994079921
ATP11C	0.994081543
DR1	0.99408284
MRPS18C	0.99408284
AASDH	0.99408284
RAF1	0.99408284
CCDC80	0.994084507
INPP5J	0.994085757
GLI1	0.994086173
DLK1	0.994086728
N4BP2L1	0.994086728
GTF3C4	0.994090611
CAD	0.994091165
PCYOX1L	0.994092162
LPIN1	0.994092374
ROM1	0.994094488
BLOC1S3	0.994094488
KRTAP13-3	0.994094488
SAMD4B	0.994095545
HMGCS1	0.994095941
NR2C1	0.994097808
XRCC4	0.994098361
MUM1L1	0.994098712
SUSD5	0.994099052
ZNF625	0.994100295
CYP20A1	0.994100295
CACNA1G	0.994101745
SBDS	0.994102228
SLC35B2	0.994103194
ALS2	0.994103417
WBP1L	0.994103774
CDH18	0.99410416
CDH10	0.99410416
PSMG1	0.99410609
SAAL1	0.99410609
CDC37L1	0.994110718
EEA1	0.994111014
FANCB	0.994111534
EBP	0.994111874
SGTB	0.994111874
PIWIL3	0.994111874
AGTPBP1	0.994112178
TMEM194A	0.9941124
MMS22L	0.994113573
NDUFS2	0.9941138
IGSF8	0.994114762
GRB14	0.994114762
CNTRL	0.994116842
RPS19	0.994117647
TMEM236	0.994117647
ACTR3	0.994117647
HPX	0.994117647
MSANTD4	0.994117647
TMEM232	0.994119569
AOAH	0.994120529
SIL1	0.994121489
ZNF155	0.994122257
PDE10A	0.994122689
TLCD1	0.994123408
C7orf62	0.994123408
ASXL3	0.994123792
CXCL9	0.994124559
PLEKHH3	0.994125326
BAG3	0.99412686
UTP14A	0.99412686
GOLGA1	0.994127243
NHLH1	0.994129159
GPR101	0.994129159
LHX2	0.994131455
FHL5	0.994132029
VAV3	0.994132439
ADSL	0.994132986
BUB3	0.994132986
SOD2	0.994134897
SMC3	0.994134897
HTR3B	0.994136808
HSD3B7	0.994136808
SIPA1L2	0.994140324
GLMN	0.994140625
IQCF5	0.994140625
TOP3A	0.994143485
NOP9	0.994146341
GLTSCR1L	0.994146341
LOX	0.99414794
PURA	0.99414794
ANAPC1	0.994148244
ENKD1	0.994148244
SFPQ	0.994148244
PASK	0.994150418
KIAA0947	0.994150526
PRICKLE2	0.994150621
MYOC	0.994152047
SLC10A7	0.994152047
NR0B1	0.994152047
C1QA	0.994152047
KRTAP29-1	0.994152047
FREM2	0.994154829
LACTB2	0.994155844
ZBTB22	0.994156603
SNX10	0.994157303
BLVRA	0.994157741
PTPRN	0.994158554
HOXA10	0.994158879
LTA4H	0.994160584
SLC2A7	0.994163424
TEX12	0.994163424
TPK1	0.994163424
TAB3	0.994164619
FAT4	0.994165477
SSBP4	0.994165694
DIMT1	0.994167207
DPM2	0.994167207
LIG3	0.994167207
ADD3	0.994167679
VAMP7	0.994167963
CALCOCO2	0.994168201
GPR1	0.994169096
TUBA3C	0.994170984
GYS1	0.994171524
RSPH4A	0.994171928
OXGR1	0.994171928
SPOCK2	0.994174757
SH3BGRL	0.994174757
PSMA7	0.994180407
PACS2	0.994180407
VIPR1	0.994182288
OTOA	0.994182825
MYO1A	0.994182825
ZER1	0.994183341
ZNF483	0.994183792
NCOA2	0.994185081
ZCCHC8	0.994186047
PTGES3L	0.994186047
C10orf82	0.994186047
PLAGL1	0.994187924
TFDP1	0.994188299
UBP1	0.994188862
CNNM2	0.994188862
FMO3	0.994188862
NUP153	0.994190141
HNF4G	0.994191675
ORAI3	0.994191675
SLC25A41	0.994193548
FBXO31	0.994195688
ZNF146	0.994196701
FAM183A	0.994197292
IHH	0.994197292
OR5B2	0.994197292
EIF4G1	0.994197643
MCF2L2	0.994198695
FAAH	0.994200097
SLC30A4	0.994201031
PDGFRB	0.994201371
FGFR3	0.994202899
TRIM55	0.994202899
TTC13	0.994203783
HDX	0.994203832
CLGN	0.994204019
SF3B4	0.994204765
DAAM1	0.994204875
FLNA	0.994204998
INPPL1	0.994206009
MLLT3	0.994206257
PHF21A	0.994207317
WRNIP1	0.994208494
LHFPL2	0.994208494
TMEM179B	0.994208494
FGD6	0.994209115
SLC39A13	0.994209354
STC2	0.994209936
HAL	0.994211687
MAP2K1	0.994212963
IFT81	0.994213382
SEC14L3	0.994214079
XKR4	0.994214079
NFKBIA	0.994215938
PPP2CB	0.994215938
EFHC2	0.994215938
TBL3	0.994217425
ATIC	0.994219653
TAAR6	0.994219653
AXDND1	0.994221244
JMY	0.994221618
PPP1R13L	0.994223363
SF3A2	0.994223363
ATP13A3	0.994223827
TCF21	0.994225217
FADS2	0.994225217
ZNF286A	0.994226953
CPNE8	0.994227994
ZNF740	0.99422892
CRLF3	0.994229464
BECN1	0.99422966
KIF5B	0.994230443
IL17C	0.994230769
C8orf74	0.994230769
GSTT1	0.994230769
DNAJB3	0.994230769
GON4L	0.994231021
GDE1	0.994234234
SNX15	0.994234465
MOS	0.994236311
TYRP1	0.994237418
ANGPTL7	0.994237589
AASS	0.994238156
KIF19	0.994238683
DEPTOR	0.994240142
NUP133	0.994240461
SRGAP1	0.994241391
SAMD15	0.994241843
KIAA0196	0.994244604
PHKA1	0.994245859
AKAP7	0.994247363
PNCK	0.994247363
OSBP	0.994248314
ACER2	0.994248466
ATM	0.994249301
CASKIN2	0.994251552
SLC15A3	0.994252874
PRHOXNB	0.994252874
KIAA0355	0.994254611
ZFP36	0.994256175
SPP1	0.994256541
MRPL10	0.994256541
FLNB	0.994258373
ADAMTSL3	0.994259158
SLC9A4	0.994262295
RNF123	0.994262491
HMGCL	0.994263862
BPIFA2	0.994263862
EMG1	0.994263862
TCN1	0.994263862
E2F4	0.994266603
UBN1	0.994266852
SLC16A5	0.994267516
CLEC14A	0.994268078
RAB11FIP1	0.994268375
HAUS3	0.994269341
IL26	0.994269341
STK16	0.994269341
IFNA8	0.994269341
TARBP2	0.994271165
KLHL5	0.994271165
HEMGN	0.994272076
C19orf47	0.994272076
GEMIN4	0.994273248
SCAMP3	0.994274809
CDCA3	0.994274809
TMEM243	0.994274809
MC2R	0.99427637
PDK3	0.994277539
IRF2BP2	0.994278709
CD2AP	0.994278709
REXO2	0.994280267
USH1C	0.994280267
KCNH3	0.994281046
ITGB3	0.994281357
NFRKB	0.99428163
NUDCD3	0.994282603
LRRC42	0.994285714
KCTD2	0.994285714
C17orf105	0.994285714
IL25	0.994291151
KCNU1	0.994291927
SIM2	0.994292237
GRK1	0.994293866
HSPA14	0.994295493
SPOPL	0.994296228
FBLN2	0.994296578
AP4E1	0.994296578
CHST2	0.994299287
FGF17	0.994299674
MMS19	0.994299674
CNGB1	0.99430019
LUM	0.994301994
CACHD1	0.994301994
FLOT2	0.994303076
RUFY2	0.994303243
EWSR1	0.994303797
CYFIP2	0.994305064
SLC8A1	0.994306166
PET117	0.9943074
ORC1	0.9943092
PCTP	0.9943101
VPS4B	0.994310722
MAMDC2	0.994310999
KCNA6	0.994311528
MROH2B	0.994311718
GPR68	0.994312122
RNF128	0.994312122
TFPT	0.994312796
WNT1	0.994313211
KLF8	0.994313874
CILP2	0.994314144
XPOT	0.994314952
TDRD1	0.994315106
POM121L2	0.994316388
ARMC4	0.994316567
ISLR2	0.994318182
SKAP1	0.994318182
PMEL	0.994318182
KRTAP13-2	0.994318182
COX7A2	0.994318182
RPS15	0.994318182
NGEF	0.994319975
UBASH3B	0.994323557
ZDHHC12	0.994323557
SLC20A1	0.994325347
HDC	0.994326778
RAPGEF2	0.994327763
LELP1	0.994328922
SCAF4	0.994328922
DTX2	0.994328922
IDH3A	0.994328922
SERPINA7	0.994328922
EYS	0.994328922
WDR89	0.994328922
RAB14	0.994331444
NFATC2IP	0.994331601
ZBTB47	0.994333207
DKK3	0.994333207
EXTL3	0.994333386
AP3B2	0.994333513
PPP2R5E	0.994334278
OR56A1	0.994334278
TRAK2	0.994334711
ABCC4	0.994334764
PCDH20	0.994334872
NOTUM	0.994336951
HTR2B	0.994336951
WDR70	0.994339623
ELL3	0.994339623
HN1	0.994339623
BST1	0.994339623
KRT31	0.994339623
ZBTB8OS	0.994342291
RNF165	0.994342825
USP53	0.994343891
TMPRSS11B	0.994343891
NUMB	0.994345491
SMAD7	0.994346525
FAM114A1	0.994347379
ZIK1	0.994348154
CNGA2	0.994348154
ESR2	0.994350282
SERPINB1	0.994353473
ECT2L	0.994355597
WDR54	0.994355597
ETAA1	0.994355597
OR2H2	0.994355597
PCK1	0.994356659
MAGEA11	0.994356659
HNRNPD	0.994357367
EPT1	0.99435998
BBX	0.994360037
UTS2	0.994360902
PIWIL4	0.994362668
DNAJB4	0.994363551
PRSS8	0.994364433
RBM17	0.994365139
UNC5B	0.994365441
JTB	0.994366197
ATOH1	0.994366197
MBTPS1	0.994367519
FER1L6	0.99436764
CHCHD3	0.99436796
TBX3	0.99436796
SCFD1	0.994368841
FGF19	0.994368841
DPPA3	0.994371482
DDX59	0.994374121
COPA	0.994374121
KIAA1328	0.994375
FLT3LG	0.994376757
SAT1	0.994376757
FGF5	0.99437751
GDA	0.994378513
GPR89A	0.994379391
KIAA2022	0.994380543
ZCCHC14	0.994381213
TSPAN1	0.994382022
PPP1R15B	0.994384766
RGS11	0.994385527
AR	0.994385527
MFAP2	0.994387278
ANKUB1	0.994387278
FBXL6	0.994388328
PPRC1	0.994388328
SIRT6	0.994389027
SOAT1	0.994389902
XKR8	0.994389902
PHC3	0.994391785
TM4SF4	0.994392523
AKR1D1	0.994392523
ADPGK	0.994392523
LMX1B	0.994392523
SEMA4A	0.99439427
SLC35F6	0.994396015
WAPAL	0.994396332
PNPT1	0.994396713
NAB1	0.994397759
TJP1	0.994397759
C7orf31	0.994397759
SRRM1	0.994400611
FAM26F	0.994402985
DTNBP1	0.994402985
ADCK1	0.994402985
IL1B	0.994402985
PION	0.994402985
INTS2	0.994404883
NCAM1	0.994405305
OTOP2	0.994405594
NIM1	0.994405594
IRGC	0.994406464
SLC7A6OS	0.994406464
CSNK2A1	0.994407159
GBA3	0.994408201
C2orf42	0.994408201
CRMP1	0.994411457
CDC7	0.994411673
TLX2	0.994413408
TMEM150B	0.994413408
MAST1	0.994414564
GPR98	0.994415719
SMTN	0.994416873
RNF112	0.994418605
KIFC3	0.994419643
EVI5	0.994420184
SLC22A3	0.994422064
MYL1	0.994423792
ADAMTS20	0.994424116
NFYA	0.994425316
PCDH18	0.994425676
EFR3A	0.994426293
FDX1	0.994427245
RNF34	0.994427558
EXOSC3	0.994428969
PHLDB3	0.994428969
CEP97	0.994429708
MYOM1	0.994430004
AMY2A	0.994430693
PTH2R	0.994432071
LEFTY2	0.994434137
RSBN1L	0.994435352
SHCBP1	0.994435858
POC5	0.994436718
FAM117A	0.994437313
GAL3ST4	0.994439296
PRSS56	0.994439296
DIS3	0.994440032
FAM117B	0.994440326
SGSM2	0.994441013
TPX2	0.99444282
TIMP4	0.994444444
SRBD1	0.994444444
NUPR1	0.994444444
RPS23	0.994444444
ZNF484	0.994446501
TNFRSF11B	0.994446818
C1orf109	0.994447015
SLC5A6	0.994447872
NOXO1	0.994447872
CHP1	0.994449584
HIC1	0.994451697
LGALS16	0.994454713
KCNG4	0.994456763
CENPF	0.994456871
DGKB	0.994457124
BTF3L4	0.994457275
GJB3	0.994458128
PEX5	0.994458128
MPHOSPH6	0.994459834
LRRC49	0.994460857
KLRG2	0.994461538
APOF	0.994461538
TWF2	0.994461538
FGF11	0.994462901
CIB3	0.994464945
PSMD8	0.994464945
SDHA	0.994464945
ZNF507	0.994467094
IGF2BP3	0.994467164
PDE8B	0.994467497
GPR171	0.994470046
PLA2G12B	0.994470046
RP2	0.994470774
PPME1	0.994471065
SEPHS1	0.994471545
PGM2	0.994471744
STAMBPL1	0.994471744
CXCR3	0.994471744
PLOD2	0.994473102
TRIM22	0.99447323
ZNF703	0.994475138
RPL6	0.994475138
AP1M1	0.994475138
SUCNR1	0.994478528
CPT2	0.994480221
TRIM63	0.994481913
CNOT2	0.994481913
CORO6	0.994481913
WDR36	0.994485294
ASPM	0.994486814
SYTL3	0.994487321
FADS3	0.994488671
ULK4	0.994489093
EMC3	0.994490358
RSPO3	0.994490358
MLKL	0.994490358
SEC16B	0.994490358
C14orf119	0.994490358
FOXN1	0.994493392
CSMD1	0.994494006
BACH2	0.994494571
LRP1B	0.994495076
RPS18	0.994495413
ACOT4	0.994495413
EXOSC8	0.994495413
LCE3E	0.994495413
XBP1	0.994496423
PKN2	0.994497432
RBM38	0.994497937
DUSP11	0.994498778
ANKAR	0.994499198
YKT6	0.99449945
PABPC4	0.99449945
SCN2B	0.994499898
MRPL44	0.994500458
PLA2G4A	0.994505495
LGALS1	0.994505495
ADARB1	0.994505495
CYP24A1	0.994505495
RCSD1	0.994507381
KLRG1	0.994508512
TMX2	0.994508847
SDE2	0.994508847
TBC1D8B	0.994509387
11-Sep	0.994510359
ZNF706	0.994510522
STK39	0.994513868
COPS4	0.994515539
IGFBP1	0.994518879
SLC4A7	0.994521977
TNIP2	0.994522215
RNLS	0.994523049
TIGD4	0.994523049
CERS3	0.99452412
CAPN5	0.994524298
SGCG	0.994525547
DUOX1	0.994526546
EPHA4	0.994528044
SNX19	0.994528271
MYH10	0.9945284
C7orf10	0.994528875
SLC25A24	0.9945308
NFIA	0.994530921
MACF1	0.994531161
GPR126	0.994531587
TRMU	0.994532199
TMEM209	0.994532374
DAPL1	0.994535519
RNF2	0.994535519
ZNF200	0.994538006
UGDH	0.994538504
FNTA	0.994538835
REPS1	0.994539498
DOK4	0.994539498
TGFB1	0.994540491
C12orf56	0.994540491
MFSD6L	0.994542974
ADAM30	0.99454347
CLSTN1	0.994543867
KATNA1	0.994545455
ZFAND1	0.994545455
CREG2	0.994545455
OR2B3	0.994545455
LRP4	0.994545916
BBS7	0.99454595
RAB1A	0.99454698
HLTF	0.994548872
TNFRSF4	0.994550409
RAB15	0.994550409
PPAP2B	0.994550409
BEX2	0.994550409
VCAN	0.994551551
PARP14	0.994553236
SPTBN1	0.994553377
WDR87	0.994553882
ZC3H6	0.994554314
NPY	0.994555354
OSMR	0.994555354
RBKS	0.994555354
SPRR2G	0.994555354
ZNF141	0.994555354
SPATA2	0.994556765
DIP2B	0.994557083
GABRB2	0.994557612
ACHE	0.994557823
FBXW4	0.994557823
KIF3A	0.994557823
SMTNL1	0.994558646
IPO8	0.994558881
ATXN7L1	0.994561934
TM4SF18	0.994563811
DHCR24	0.994565217
SAC3D1	0.994565217
TMSB4X	0.994565217
TMEM168	0.994566694
FUT8	0.994567326
CDC73	0.994567489
DAK	0.994567489
VPS29	0.994570136
RP9	0.994570136
BBC3	0.994571773
MAGI3	0.99457429
APOA1BP	0.994575045
ATP5C1	0.994575045
FNTB	0.994575045
FBXL7	0.994576271
SLC6A1	0.99457668
CALCR	0.99457668
CAMSAP2	0.994577847
QSOX1	0.994578313
FICD	0.994578313
TIMM22	0.994578313
PSMD7	0.994578313
RCBTB2	0.994578313
FAM208A	0.99457861
DCAF12L1	0.994581577
SMARCE1	0.994583333
PCNXL4	0.994583441
PPA2	0.994584838
SNX12	0.994585589
FAM13C	0.994588094
REM1	0.994588094
TXNIP	0.994589111
TAF9	0.99458972
CPN2	0.99458972
SLC35D3	0.99458972
ATF1	0.99458972
DNAJB5	0.994590096
SLC35F2	0.994590696
BBS2	0.994590696
ATP13A1	0.99459181
C3orf20	0.994592971
CRISPLD1	0.994593324
MAGI2	0.994594595
RPP21	0.994594595
TOP3B	0.994594595
CCDC8	0.994594595
DISP2	0.994597839
NCKAP1L	0.994598765
ZDHHC4	0.99459946
MTNR1A	0.99459946
TIE1	0.994600154
ALG8	0.99460108
AMICA1	0.99460108
FBXO8	0.994603346
DENND6A	0.994604317
ILK	0.994604317
IL27	0.994604317
MAGEB3	0.994604317
ZNF543	0.994605809
KCNH1	0.994606798
KYNU	0.994607549
ITM2B	0.994607549
LCLAT1	0.994608046
F13B	0.994609164
CHRNA7	0.994609164
TMEM74	0.994610778
A2ML1	0.994613313
COL4A6	0.994614809
LRRN3	0.994616039
ZNF629	0.99461642
ZNF687	0.994617627
CKM	0.994620442
COL16A1	0.994620442
PTPRU	0.994621728
GUCY2D	0.99462205
GSC2	0.994623656
PDZD3	0.994623656
WDR53	0.994623656
C9orf24	0.994623656
DOPEY1	0.994624328
MGEA5	0.994625796
NNT	0.994626064
TONSL	0.994627267
CAPN3	0.994628469
IARS2	0.994631252
ARHGAP44	0.994631902
MRPL51	0.994633274
APOO	0.994633274
MMAA	0.994633274
C11orf73	0.994633274
EGFL6	0.99463475
NKX3-2	0.994635673
MOB3B	0.994635673
ARHGEF33	0.994636872
C10orf10	0.99463807
GRM5	0.994638404
LYST	0.994638868
TMOD2	0.994639536
CDC20	0.994639666
PRKD3	0.994641314
MAP3K13	0.994642857
CPVL	0.994642857
RPL23	0.994642857
HIST1H2AE	0.994642857
MANEAL	0.994649227
TMEM132A	0.994649227
SIRT7	0.994649227
DCAF17	0.994650287
SLC4A10	0.994651453
SMYD2	0.994652406
PRSS55	0.994652406
LUZP4	0.994652406
C7orf41	0.994652406
COX6A1	0.994652406
KRTAP4-5	0.994652406
PDE4DIP	0.994652406
SUSD1	0.994654193
DPYSL3	0.994654524
KCNN4	0.994655582
IMP3	0.994657168
C1orf186	0.994657168
ZBTB9	0.994658527
TBC1D4	0.994659965
LOXL1	0.994660194
SEC24B	0.994660734
MEGF9	0.994663007
EXOC8	0.994664032
FRAS1	0.994665373
PLCL1	0.994665989
FBXL15	0.994666667
HBS1L	0.994667098
FSIP1	0.994667615
PSMD12	0.994668246
GATAD1	0.994668246
NCK2	0.994668246
VAT1	0.994669036
NPHS2	0.99466951
TTLL7	0.994669825
ACE	0.99467022
HYAL3	0.994671403
KLKB1	0.994671403
ATP5L	0.994671403
MAGEB4	0.994673768
TCF25	0.994676131
CCDC85A	0.994676806
ZDHHC8	0.994677705
XRCC5	0.994677705
ANKRD28	0.994678197
LOXL3	0.994678964
PRSS46	0.994680851
BLOC1S1	0.994680851
RGMA	0.994680851
ELFN2	0.994682137
GLDC	0.994682265
VIT	0.994682737
CEACAM16	0.994683993
AIDA	0.994684621
AGO4	0.994684672
DPYSL2	0.99468599
HECW2	0.994687915
PMS1	0.994688699
MYH14	0.994688699
FAR1	0.994688923
BRWD3	0.994689283
DUSP22	0.994690265
RPS27L	0.994690265
XCL1	0.994690265
USP47	0.994691049
TAC1	0.99469496
ACTBL2	0.99469496
MICAL1	0.99469496
RLF	0.994695387
COL9A2	0.994695898
DCLK3	0.994695898
DNM1L	0.994696795
CCDC142	0.994696795
PYGL	0.994699647
GAL	0.994699647
P4HA3	0.994699647
CD79A	0.994699647
ZNF142	0.994700583
URI1	0.994700984
ACSBG1	0.994701519
CDH12	0.994701617
FRMPD2	0.994702766
DPEP3	0.994702766
TLN2	0.994704013
NGDN	0.994704325
CMTM4	0.99470566
CLDN10	0.994708995
CENPN	0.994708995
TLE2	0.994708995
TMEM175	0.994712103
MCOLN3	0.994712725
PLA2G1B	0.99471831
GRINA	0.99471831
AFP	0.99471831
ADCY4	0.994719859
ZSCAN30	0.994722292
MBNL1	0.994722475
TMEM70	0.994722955
FOXR1	0.994722955
ATP13A2	0.994723618
PNLDC1	0.994724502
MSRA	0.994724502
SLC15A2	0.994725485
CLDN12	0.994727592
NOXRED1	0.994727592
TMEM239	0.994727592
SNRPB	0.994727592
SPATA19	0.994727592
PDCD5	0.994727592
C20orf144	0.994727592
DCP1B	0.994731801
CYP26B1	0.994732221
IFNA2	0.994732221
BMPER	0.994733762
LCA5	0.994734203
PRSS35	0.994734533
SLC6A14	0.994734533
C3orf18	0.994734533
GRIA1	0.994734995
IFRD2	0.994736842
TM7SF3	0.994736842
FABP1	0.994736842
BRCA1	0.994736842
PHKB	0.994737868
DARS	0.994739149
KIF1C	0.994739479
KRT34	0.994739918
ACTR1A	0.994740533
CD80	0.994741455
ZNF318	0.994744087
EMC6	0.99474606
RNASEH2A	0.99474606
GBX1	0.99474606
TAF13copy2	0.99474606
PLCXD1	0.99474606
NCKIPSD	0.994749737
CDK5	0.994750656
NEK5	0.994752187
PCCA	0.994752951
LGR6	0.994753716
NDNF	0.994755245
ZRANB1	0.994755245
C5AR1	0.994755245
CRELD2	0.994755245
PDCD6IP	0.994755541
TBC1D25	0.994757536
SLC26A3	0.99475891
COBL	0.994759498
ZDHHC14	0.994759825
TSR2	0.994760479
CALB1	0.994762113
DOCK5	0.994763695
SNRPD3	0.994764398
PRKAG3	0.994764398
CBLN3	0.994764398
CCL23	0.994764398
MTM1	0.99476592
IKZF1	0.994766288
ADAMTSL4	0.994767007
RAB44	0.994767442
TBC1D14	0.99476805
SLC36A1	0.994768963
TMEM102	0.994770482
KCNQ3	0.994771697
KLHDC8A	0.994773519
PPM1J	0.994773519
HMG20A	0.994773519
ALKBH5	0.994773519
ERLIN2	0.99477534
DDX58	0.994775588
FAM198B	0.994776431
ABCB5	0.994776553
PAPD7	0.994778068
LRIT1	0.994778068
PRR19	0.994778068
FTSJD1	0.994778785
CHST7	0.994780339
VWA5B2	0.994781312
KIAA1199	0.994781382
MAP3K3	0.994781474
DSCAML1	0.994781852
MFHAS1	0.994781883
AP1G2	0.994782609
TSGA10IP	0.994782609
FCRLB	0.994782609
ADORA2B	0.994785632
SERPINH1	0.994787142
DPT	0.994788651
KRT222	0.994788651
BAIAP2L1	0.994788651
MVP	0.994789858
PGC	0.994791667
ADAMTSL1	0.994791667
CEACAM8	0.994791667
METTL15	0.994791667
OTUB1	0.994791667
GPS2	0.994791667
ARHGAP36	0.994793474
NKTR	0.994793807
MTFR1	0.994795539
HYDIN	0.994796017
GPM6A	0.994797688
SIX4	0.994799054
ZNF596	0.9948
S100A11	0.994800693
PPARA	0.994800693
C12orf29	0.994800693
NPNT	0.99480407
SLC6A4	0.994805195
PRKAG1	0.994806694
EID1	0.994806694
FAM8A1	0.994807443
WBP4	0.994807443
MAP4K2	0.994807892
CUL4B	0.994807892
RASA1	0.994808872
DDX24	0.994809689
TOX	0.994810161
FAM83G	0.994811484
TRAF3IP1	0.994811933
SLC7A14	0.994814175
CLCA1	0.994815295
BOD1	0.994818653
WNT10B	0.994818653
TTC12	0.994818653
DAPP1	0.994820442
GTF2H2	0.994821634
TIMM10B	0.994823123
RBM15B	0.994824017
HSPB7	0.994825802
CLDN3	0.994827586
TNK1	0.994827586
SPAG9	0.994828456
DSG3	0.994828577
WHAMM	0.994828701
PSEN2	0.994829815
OSBPL8	0.994832402
SALL4	0.994833525
YEATS2	0.994834513
APP	0.994835007
SV2C	0.994836489
RANBP6	0.994836489
RAB37	0.994836489
MASP1	0.994836489
PDE7B	0.994837758
CXorf22	0.994840041
ITGB1	0.994841162
TRPC4AP	0.994841816
C2orf29	0.994842407
PHC2	0.994842702
TTC17	0.994843049
PCSK7	0.994843884
ESRP1	0.994843962
TBCA	0.994845361
HSD17B2	0.994845361
MRPS17	0.994845361
PSKH2	0.994845361
MSGN1	0.994845361
MVB12B	0.994845361
SMARCC1	0.99484631
AFAP1L1	0.994846626
SRGAP2	0.994847021
NAPRT1	0.994848311
RPRD1A	0.994848982
SCN4A	0.994849023
ABCG4	0.994851259
USP7	0.99485224
SPAG16	0.994854202
MARS	0.994854202
AURKC	0.994854202
PAM16	0.994854202
NBN	0.994854586
RANBP2	0.994855486
SND1	0.994855673
UBR7	0.994857143
CTBP2	0.994858612
CHRNA10	0.994858612
LIPH	0.994858612
ZNF219	0.994859493
SLC16A13	0.99486008
HCRTR2	0.99486008
SHOX2	0.99486166
IER5	0.994863014
TRIP6	0.994863014
CEP85L	0.994863014
NDUFAF2	0.994863014
HBG2	0.994863014
CRYGD	0.994863014
EDEM3	0.994864048
MMP13	0.994866153
SNTB1	0.99486631
ZNF48	0.994868286
DNM2	0.994868871
ZNF777	0.994870041
ARL4A	0.994870651
B3GALT5	0.994871795
C2orf69	0.994873179
SYTL4	0.994874562
SETD6	0.994874715
GPR158	0.994874887
ATP5SL	0.994877632
CXXC11	0.994877632
IFT122	0.994878049
ZNF259	0.994880546
PTGDR	0.994882293
ARHGEF2	0.994883041
TRMT5	0.994883457
HTR1B	0.99488491
ZNF688	0.99488491
KIAA2026	0.994885637
RSU1	0.994886779
CPSF4	0.994889267
PTRHD1	0.994889267
PPP2R1B	0.994889267
ZNF564	0.994889267
MAG	0.994889267
ZNF480	0.994889267
RNF113A	0.994893617
PXDC1	0.994897959
IL9	0.994897959
TCEA2	0.994897959
DDX49	0.994897959
